feature_tag,family,feature_name,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
stat_mean,Statistics,Mean,Q4LE,325.76458740234375,325.79948977009064,0.19593786677553993,35.7765836549329,112.00762514528381,0.0003126177983602794,0.005117879030624035,0,0
stat_var,Statistics,Variance,ECT3,1109.173828125,598.3988123307226,2.1650610670815187,48.370864219020426,4092.281329744435,10.421387131361016,138.69792432362712,0,0
stat_skew,Statistics,Skewness,KE2A,0.327296373276975,0.5656195154200887,0.023248001528638887,1.4703232522978218,1.08282764743358,0.012856642757663576,0.012385372675415236,0,0
stat_kurt,Statistics,(Excess) kurtosis,IPH6,0.30964346499499307,0.24280815075016493,1.4585748057949015,7.057500002874319,2.5095366694267005,0.5859003037078896,1.0597097662380852,0,0
stat_median,Statistics,Median,Y12H,323.5096130371094,322.44664397063076,0.26025296099903783,35.70323565984366,101.80828711251392,-0.00024717756332393037,-0.005350718013685807,0,0
stat_min,Statistics,Minimum,1GSF,170.1844024658203,234.98784213595923,-9.204328964356785,20.173263883506866,0.020656241596145705,-22.399922598078188,-90.16195917545866,0,0
stat_p10,Statistics,10th percentile,QG58,285.4330688476563,297.39227340133107,-1.6698509091315374,27.272438380992874,39.366595251298214,-4.027421551826694,-14.445344205023984,0,0
stat_p90,Statistics,90th percentile,8DWT,369.8946166992188,360.0441903573494,1.8721659753475541,42.84734834881917,197.23196445075868,4.015025601197238,14.440214072346533,0,0
stat_max,Statistics,Maximum,84IY,592.8031005859375,498.09846327039935,9.166024926543505,106.47346507963715,825.8126681784199,22.6586373837854,97.05291892100448,0,0
stat_iqr,Statistics,Interquartile range,SALO,44.40223693847656,32.82571637188926,1.7563632502898647,7.304296445586754,83.1016723866774,4.109315759437563,14.855071734271021,0,0
stat_range,Statistics,Range,2OJQ,422.61871337890625,263.1106211344401,18.37035389090029,86.30020119613029,825.7920119368238,45.05855998186359,187.21487809646314,0,0
stat_mad,Statistics,Mean absolute deviation,4FUA,26.423524856567383,19.52828741975236,1.1166442473602198,4.911094960257584,49.97613019938194,2.517674298420436,9.120364388238182,0,0
stat_rmad,Statistics,Robust mean absolute deviation,1128,18.377986907958984,13.667397239984654,0.7364541908977669,3.110963608828216,34.5909037429663,1.712036788880138,6.1779785308008055,0,0
stat_medad,Statistics,Median absolute deviation,N72L,26.36040687561035,19.342733456915745,1.1153036234093625,4.910659370680705,49.31815862720704,2.5176742548548985,9.120360347821615,0,0
stat_cov,Statistics,Coefficient of variation,7TET,0.1022341325879097,0.07508357825832311,7.50959818264498,0.19439856575441775,0.5711302351845313,10326.402870174925,2301.1501878248732,0,0
stat_qcod,Statistics,Quartile coefficient of dispersion,9S40,0.0683504688378803,0.05057020756255968,4.238756402772423,0.10339360697873679,0.3900713758728344,-215.4969134184333,3620.9331649839714,0,0
stat_energy,Statistics,Energy,N8CA,39132614656.0,38954514475.66293,804117.0164456378,484755861.0545175,6071784669.144935,3803128.94844829,50615736.571670644,0,0
stat_rms,Statistics,Root mean square,5ZWQ,327.46258544921875,326.7165535242776,1.4844031510065139,36.446327692065665,128.98833055912792,3.228217345392176,11.77700940461172,0,0
